,INPUT_POOL,OUTPUT_POOL,mouse_ID,FP_100_percent,FP_1,FP_5,FP_4,FP_3,FP_2
89,INPUT_LN1_90_5.txt,OUTPUT_SKIN1_90_5.txt,1,0.346347763,0.259618705,0.259521782,0.259591267,0.259585084,0.259585242
90,INPUT_LN1_90_5.txt,OUTPUT_SKIN10_90_5.txt,1,0.043456012,0.039013608,0.038999078,0.039009535,0.039008547,0.03900861
91,INPUT_LN1_90_5.txt,OUTPUT_SKIN11_90_5.txt,1,0.165165232,0.210464658,0.210409328,0.210439977,0.210355221,0.210465126
92,INPUT_LN1_90_5.txt,OUTPUT_SKIN12_90_5.txt,1,0.076806451,0.050362172,0.050343395,0.050356917,0.050355633,0.050355721
93,INPUT_LN1_90_5.txt,OUTPUT_SKIN2_90_5.txt,1,0.040160159,0.039864477,0.039849619,0.039860664,0.039859478,0.039859545
94,INPUT_LN1_90_5.txt,OUTPUT_SKIN3_90_5.txt,1,0.050738187,0.05493207,0.054910373,0.054927311,0.054927359,0.054925034
95,INPUT_LN1_90_5.txt,OUTPUT_SKIN4_90_5.txt,1,0.09049808,0.154917931,0.15484801,0.154888964,0.154898392,0.154887151
96,INPUT_LN1_90_5.txt,OUTPUT_SKIN5_90_5.txt,1,0.711250012,0.460671062,0.460535976,0.460608461,0.460598998,0.460648886
97,INPUT_LN1_90_5.txt,OUTPUT_SKIN6_90_5.txt,1,0.129624033,0.122481122,0.122436534,0.122469368,0.122466242,0.12246544
98,INPUT_LN1_90_5.txt,OUTPUT_SKIN7_90_5.txt,1,0.496207777,0.444442614,0.444264369,0.444377299,0.444381401,0.444358811
99,INPUT_LN1_90_5.txt,OUTPUT_SKIN8_90_5.txt,1,0.187569826,0.18746349,0.187575389,0.187219754,0.187213249,0.187112379
100,INPUT_LN1_90_5.txt,OUTPUT_SKIN9_90_5.txt,1,0.251695759,0.234746753,0.234653263,0.234714067,0.234715209,0.234714485
101,INPUT_LN2_90_5.txt,OUTPUT_BM1_90_5.txt,1,11.97609412,14.11273744,14.10646451,14.10721836,14.10503602,14.10754992
